timestamp,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,acc_watch_x,acc_watch_y,acc_watch_z,label:LYING_DOWN,label:SITTING,label:FIX_WALKING,label:BICYCLING,label:STANDING,label:EXERCISE
2015-08-19 16:36:40,-0.406812,-0.8756079999999999,,0.038073,0.065735,-0.004070000000000001,-256.380814,-126.660201,-140.969287,,,,,,,,,
2015-08-19 16:37:40,0.7006100000000001,-0.134421,,,-0.002962,-0.080113,-246.410149,-118.04518600000002,-131.031809,,,,0.0,0.0,1.0,0.0,0.0,0.0
2015-08-19 16:38:40,0.097239,0.064911,-0.914118,-0.013567,-0.094354,0.006654,-237.52462000000003,-61.057517,-165.69085800000005,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:39:40,-0.023669,0.014389,-1.003254,-3.6e-05,0.001097,0.000225,-239.176279,-59.829331,-166.098759,11.504000000000001,20.768,-1002.24,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:40:40,-0.024185,0.01406,-1.000385,-2.2e-05,0.00026000000000000003,-0.00029,-238.724013,-60.004354000000006,-166.01525800000005,11.264000000000001,22.32,-1003.3439999999999,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:41:40,-0.023797,0.015361,-1.000399,-4.7e-05,0.000242,-9.6e-05,-238.704933,-60.038926,-165.925911,11.888,23.00800000000001,-1003.632,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:42:40,-0.023416,0.015687,-1.000601,-7e-05,-7.900000000000001e-05,0.000203,-238.756751,-60.087976,-165.856814,11.232000000000001,22.768,-1003.04,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:43:40,-0.023508,0.016507,-0.998812,-5.5e-05,-0.000215,-0.000306,-239.66041600000003,-60.276395,-163.305436,11.04,22.72,-1002.112,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:44:40,-0.02349,0.016256,-1.001372,9.4e-05,0.0008269999999999999,0.000663,-239.115572,-60.22561700000001,-166.044901,2.4,28.464000000000002,-1003.1039999999999,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:45:40,-0.018176,0.012958,-1.002355,-0.0004969999999999999,0.0008849999999999998,-0.034628,-251.035362,-57.452477,-166.807266,-972.32,15.6,-202.32,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:46:40,-0.01325,0.011508,-1.000756,3e-05,-0.000195,-0.00014,-262.270034,-55.050126,-167.357122,-973.1519999999999,15.664000000000001,-203.05599999999998,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:47:40,-0.013426,0.012243,-1.000065,-2.5e-05,0.000211,8.499999999999999e-05,-262.20846,-54.981413,-167.313284,-804.16,-159.36,-418.24,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:48:40,-0.013562,0.012565,-1.000162,1.1e-05,-0.000421,-2.7e-05,-262.944312,-55.398011,-164.967318,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:49:40,-0.013447999999999998,0.013553,-0.998173,-0.00016,0.000409,8.3e-05,-263.054235,-55.48898000000001,-164.975877,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:50:40,-0.013353,0.014062,-0.998009,-0.000111,0.000131,-6e-05,-263.238089,-55.556829,-164.878598,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:51:40,-0.01357,0.015143,-0.996791,-0.000114,-7.099999999999999e-05,8.7e-05,-263.36383900000004,-55.552075,-164.891541,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:52:40,-0.013942,0.014461000000000003,-0.997753,7.4e-05,0.000107,3.6e-05,-263.425846,-55.589672,-164.970449,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:53:40,-0.01374,0.015522,-0.9968,-5.2e-05,-8e-05,0.0,-263.39701,-55.566984,-165.057917,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:54:40,-0.014034,0.014172,-1.000441,-0.000176,0.000566,0.000478,-262.928701,-55.36214200000001,-167.260678,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:55:40,-0.013868,0.015413,-0.997503,-6.9e-05,-0.000146,-0.000226,-263.517556,-55.614521,-164.98109499999995,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:56:40,-0.014284,0.013947,-1.001911,1.5e-05,0.0008449999999999999,0.000593,-263.022363,-55.380293,-167.279048,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:57:40,-0.013071,0.012482,-1.000261,-0.00016,-0.000313,0.000828,-263.279717,-55.319143,-167.69384,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:58:40,-0.01331,0.013338999999999998,-0.999353,-1e-05,2.3e-05,-7e-05,-263.089574,-55.37510699999999,-167.39261000000005,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 16:59:40,-0.013489,0.013083,-0.999546,-0.000133,8.499999999999999e-05,-0.000172,-262.974233,-55.34788100000001,-167.366307,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:00:40,-0.013444,0.014119,-0.998243,-3.6e-05,4.3e-05,-0.000236,-263.69404,-55.664651,-164.830794,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:01:40,-0.012746,0.013907,-0.997831,9.4e-05,0.000195,-4e-05,-263.828679,-55.765127,-164.816389,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:02:40,-0.013242,0.015031,-0.997693,0.000121,0.000151,-5.600000000000001e-05,-263.930796,-55.790841,-164.909702,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:03:40,-0.013332,0.015517,-0.997803,0.000233,0.000529,-3.3e-05,-264.052644,-55.83189599999999,-164.901769,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:04:40,-0.013204,0.012993,-1.000444,7.3e-05,5.400000000000001e-05,0.000695,-263.566123,-55.636993,-167.147534,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:05:40,-0.013251,0.014377,-0.997483,-3e-05,0.000138,-0.000156,-264.006679,-55.847885,-164.829958,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:06:40,-0.01403,0.014593,-1.001248,-0.00015800000000000002,0.000603,0.000572,-264.131995,-55.792137,-165.135155,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:07:40,-0.013501,0.016775,-0.997521,-0.000228,-0.000474,-0.000634,-264.193568,-55.708299,-164.98861100000005,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:08:40,-0.013497,0.0169,-0.997226,2.8000000000000013e-05,0.000209,3e-05,-264.192052,-55.774635,-164.985062,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:09:40,-0.013496,0.017246,-0.997432,5.1e-05,0.000252,-4.3e-05,-264.184463,-55.761454,-165.025351,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:10:40,-0.013306,0.016928,-0.997246,4.1e-05,0.000105,0.000117,-264.200508,-55.799484,-164.983601,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:11:40,-0.013527,0.016856,-0.996643,-0.000217,-0.000278,-0.000113,-264.21546800000004,-55.85285500000001,-164.988819,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:12:40,-0.013055,0.01478,-0.996985,-0.000197,-0.000197,0.000192,-264.252542,-55.920487,-164.96105500000004,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:13:40,-0.013211,0.015837,-0.997013,-6.8e-05,-8.499999999999999e-05,6.7e-05,-264.311513,-55.857393,-164.97733799999997,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:14:40,-0.013902,0.013813999999999998,-1.0019790000000002,-0.000214,-0.000173,0.020399,-263.620759,-55.627054,-167.566292,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:15:40,-0.020278,0.014219,-0.999118,-0.000179,-0.000423,-0.001182,-252.88561600000003,-54.562223,-167.441875,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:16:40,-0.020066,0.015297,-0.999001,-0.000101,3.7e-05,0.00024,-252.677261,-54.499777,-167.2922,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:17:40,-0.019977,0.014898,-0.999006,-1.7e-05,6.7e-05,0.000188,-252.606798,-54.502586,-167.20389699999996,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:18:40,-0.020033,0.015705,-0.997534,0.000147,-0.000234,1.5e-05,-253.286931,-54.863219,-164.71076000000005,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:19:40,-0.020209,0.016338,-0.997273,-1e-06,-0.000133,-6.9e-05,-253.436097,-54.988976,-164.73121799999996,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:20:40,-0.020094,0.016766,-0.997161,0.000123,0.000369,4.7e-05,-253.46233,-55.018579,-164.725582,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:21:40,-0.020196,0.017258000000000003,-0.996937,-6.4e-05,0.000223,6.3e-05,-253.536046,-55.090749,-164.763575,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:22:40,-0.020131,0.01766,-0.997524,-0.000136,0.000155,0.000227,-253.66634900000003,-55.05423199999999,-164.755434,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:23:40,-0.020122,0.017783,-0.997283,-5.400000000000001e-05,-0.00025,0.000187,-253.671553,-55.062875,-164.789669,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:24:40,-0.020432,0.015619,-1.00001,-0.000111,0.000352,0.00035,-253.080094,-54.769441,-167.047123,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:25:40,-0.020232,0.017338,-0.997099,-8.3e-05,-0.00014,-0.00015900000000000002,-253.569652,-55.032624,-164.748754,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:26:40,-0.020278,0.017065,-0.997289,-4e-06,-0.000152,9e-06,-253.679141,-55.041915,-164.734349,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:27:40,-0.020131,0.017862,-0.997096,1.3e-05,-6.3e-05,9.2e-05,-253.616916,-55.053367,-164.747918,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:28:40,-0.020447,0.017494,-0.997204,-3.4e-05,0.000433,-2e-05,-253.720985,-55.116894,-164.77046399999998,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:29:40,-0.021166,0.016015,-0.996772,5.8e-05,-0.000275,0.000218,-254.165012,-55.15665300000001,-164.902396,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:30:40,-0.02104,0.015954,-0.9968,2.1e-05,0.00027,3.4e-05,-254.049886,-55.178909,-164.814928,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:31:40,-0.024018,0.015324,-1.000711,-0.000113,0.000126,0.000218,-247.213647,-56.514485,-167.51556499999995,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:32:40,-0.023438,0.016586,-0.998736,-0.000107,0.000426,0.000173,-246.700891,-56.297327,-167.210159,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:33:40,-0.02299,0.016454,-0.998919,-5.3e-05,-0.000145,0.000151,-246.666635,-56.332331,-167.11914299999995,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:34:40,-0.023608,0.016316,-0.998787,-0.000128,0.000205,-0.000209,-247.014398,-56.449013,-165.070859,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:35:40,-0.090233,-0.731975,-0.650899,0.006131,-0.014675,0.003501,-246.950873,-89.977132,-176.398426,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:36:40,-0.014071,0.010757,-1.000348,-3.6e-05,7.5e-05,0.000194,-261.97148500000003,-57.826508,-165.953258,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:37:40,0.240432,-0.574477,-0.744916,0.007863,-0.018434,-0.014712,-246.179679,-78.816506,-172.260314,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:38:40,0.00428,-0.261359,-0.930803,-0.009476,0.004163,0.025743,-253.86972000000003,-68.114829,-170.302836,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:39:40,-0.020737,0.011862,-1.000181,-0.000373,0.000906,-0.000261,-250.585911,-57.246123,-165.516129,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:40:40,-0.019374,0.008246,-1.003997,0.00031,-3.1e-05,0.001572,-253.845651,-56.441667,-166.00816,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:41:40,-0.018225,0.011258,-0.999738,4e-06,0.000165,-0.00017,-253.177442,-56.743743,-165.255397,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:42:40,-0.018765,0.010632,-0.999418,5.9e-05,-0.000234,-0.000115,-253.007463,-56.650829,-165.32261499999996,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:43:40,-0.01898,0.010142,-0.999487,-1.1e-05,0.000302,-0.000188,-254.880052,-56.949665,-163.65321799999995,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:44:40,-0.018475,0.012978,-1.000453,-6.6e-05,0.000239,0.003275,-253.714915,-56.49979200000001,-165.732397,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:45:40,-0.023255,0.012713,-1.001267,-0.000105,-0.000427,0.000199,-243.556927,-56.223212,-166.718129,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:46:40,-0.02393,0.011859,-1.000973,-3.9e-05,0.000203,0.000228,-242.641338,-56.366471,-165.564351,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:47:40,-0.023385,0.012694,-1.002211,-0.000161,0.000572,0.000167,-242.546592,-56.329954,-165.528655,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:48:40,-0.022923,0.011849,-1.0027629999999998,-0.000225,0.0005650000000000001,0.000196,-242.672125,-56.31418100000001,-165.50339499999995,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:49:40,-0.023308,0.012835,-1.000284,-7e-05,-0.0005009999999999999,-0.000421,-242.404582,-56.198795,-165.587314,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:50:40,-0.024136,0.011708,-1.000138,0.000113,0.000257,-0.000166,-242.468757,-56.380733,-165.606102,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:51:40,-0.024065,0.011478,-1.000228,6.4e-05,0.000209,0.0,-242.493691,-56.430647,-165.555792,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:52:40,-0.024324,0.013000000000000001,-0.998386,5e-05,-0.000144,-0.000235,-243.409929,-56.864098,-162.88291999999996,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:53:40,-0.023788,0.014874,-0.997453,6.6e-05,6.500000000000001e-05,-9.2e-05,-243.494919,-56.90601700000001,-162.95974099999995,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:54:40,-0.024551,0.012991999999999998,-1.000924,3.6e-05,0.000359,0.000661,-242.943354,-56.688644,-165.41217,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:55:40,-0.024338,0.014843,-0.997555,-0.00018,8e-06,0.000107,-243.62782400000003,-56.964142,-163.01506,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:56:40,-0.0243,0.015069,-0.997553,-0.000108,8e-06,-0.000124,-243.735145,-57.01276,-163.026959,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:57:40,-0.024125,0.015687,-0.997296,2.4e-05,0.000122,0.000192,-243.796285,-56.961765,-163.09376,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:58:40,-0.024358,0.015880000000000002,-0.997639,0.000108,-0.000224,0.000124,-243.821218,-57.077367,-163.01798300000004,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 17:59:40,-0.024333,0.015979,-0.997513,-7.6e-05,0.000202,6.2e-05,-243.876071,-57.077151,-163.06411699999995,,,,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:00:40,0.047406,-0.445346,-0.8493959999999999,0.021245,0.024042,0.005177,-240.776554,-78.102369,-170.66773600000005,-435.68,784.768,-185.312,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:01:40,0.490176,-0.055733000000000005,-0.582625,0.006871,-0.082192,,-250.010065,-98.000095,-153.89694,278.57599999999996,722.128,208.0,0.0,0.0,1.0,0.0,0.0,0.0
2015-08-19 18:02:40,-0.018594,0.020057,-0.999286,-0.000164,0.000906,-7.7e-05,-251.641343,-64.611778,-196.210751,-493.088,513.776,28.096,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:03:40,-0.018851,0.020413,-0.999563,-8.2e-05,-0.000181,5.7e-05,-252.035287,-64.61501899999999,-194.913351,-167.856,754.64,652.464,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:04:40,-0.019153,0.020121,-1.000805,-9.8e-05,0.00056,0.000283,-252.047645,-66.72761,-193.576288,-327.056,399.23199999999997,-832.2239999999997,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:05:40,-0.019082,0.02038,-1.001689,4.4e-05,-0.000391,0.003704,-252.105967,-67.027742,-193.203247,-295.312,665.488,-565.664,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:06:40,-0.019095,0.018623,-1.001426,-0.000237,-0.000116,-0.000295,-250.974001,-67.278176,-194.121551,46.303999999999995,806.336,-617.056,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:07:40,-0.018904,0.018826,-0.999163,7e-05,0.000111,-7.3e-05,-250.599136,-67.35618000000001,-193.921774,-823.248,435.88800000000003,107.488,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:08:40,-0.019084,0.019663,-0.999471,0.000108,-0.000121,-0.000143,-250.68998,-67.25095,-193.623049,-484.08,632.944,-321.584,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:09:40,-0.018932,0.01984,-0.999369,0.000129,2e-05,0.000197,-250.695617,-67.188288,-193.610942,-117.152,746.88,-657.184,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:10:40,-0.018952,0.019228,-0.999903,0.000198,0.000293,9.3e-05,-250.676104,-67.160198,-193.694025,-495.88800000000003,605.648,-263.312,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:11:40,-0.019342,0.01942,-0.998952,-0.000186,0.00016,4.1e-05,-251.641126,-67.420139,-191.039731,-742.8960000000003,600.528,-183.61599999999999,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:12:40,-0.019072,0.021082,-0.997749,-7.7e-05,-7.5e-05,-0.000119,-251.718744,-67.653935,-190.694454,-307.7920000000001,680.2560000000002,-681.7280000000002,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:13:40,-0.018756,0.022324,-0.997819,1.9e-05,0.000397,0.000225,-252.501645,-67.979996,-190.816157,-268.464,723.3439999999997,-579.568,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:14:40,-0.019168,0.021233,-1.000126,0.000258,0.000671,0.000413,-251.962439,-67.666036,-193.454586,-169.952,895.488,-258.496,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:15:40,-0.019203,0.021977,-0.997774,-0.000134,0.000217,-0.000225,-252.713468,-68.008302,-190.800501,-854.08,347.728,-185.792,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:16:40,-0.019483,0.02059,-1.001215,0.000131,0.000615,0.000546,-252.516822,-67.354667,-189.98156200000003,-933.472,40.352,-324.416,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:17:40,-0.01881,0.021518,-0.997486,-0.000266,-0.00042800000000000016,-0.000405,-252.495575,-67.40134,-189.809133,-750.2719999999997,518.656,-418.96,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:18:40,-0.018853,0.022879,-0.997381,3e-05,0.000211,-0.000151,-252.470858,-67.401772,-189.701416,-794.768,407.45599999999996,-3.216,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:19:40,-0.019169,0.023788,-0.997467,-1.7e-05,0.00024700000000000004,9.8e-05,-252.72539300000003,-66.318791,-188.797934,65.92,850.176,464.30400000000003,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:20:40,-0.01894,0.023348,-0.99651,4.3e-05,0.000209,0.000113,-251.715275,-67.668628,-191.973275,-220.512,768.704,-579.2,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:21:40,-0.018972,0.024101,-0.997121,0.000133,0.000206,0.000168,-251.768394,-67.671437,-191.967221,-86.14399999999998,775.408,-644.64,0.0,1.0,0.0,0.0,0.0,0.0
2015-08-19 18:22:40,-0.019124,0.023911,-0.997831,-7.2e-05,-6.2e-05,-6e-06,-251.883954,-67.592569,-191.934029,-519.7280000000002,594.048,-607.904,0.0,1.0,0.0,0.0,0.0,0.0
